,year,country,5G,Cable Terrestrial,Commercial partnership,Data centre,Facial recognition,Investment or joint venture,Investor,Manufacturing facility,MoU-agreement,Overseas Office,R&D lab,Research partnership,Satellite calibration centre,Smart cities,Subsidiary,Surveillance equipment,Telecommunications or ICT,Training,Artificial Intelligence,Biotech,Chinese state loan,Surveillance,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2smgovfilcap,v2smgovfilcap_ord,v2smgovfilprc,v2smgovfilprc_ord,v2smgovshutcap,v2smgovshutcap_ord,v2smgovshut,v2smgovsm_ord,v2smgovsmmon,v2smgovsmmon_ord,v2smgovsmcenprc,v2smgovsmcenprc_ord,v2smarrest,v2smarrest_ord,e_fh_cl,e_fh_pr,e_fh_rol,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_autoc,e_democ,e_p_polity,e_gdp,force_count,peaceful_count,intervention_count
926,2016,TH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.104,0.078,1.183,3.0,-0.72,2.0,0.483,4.0,0.617,4.0,-1.238,1.0,-0.839,3.0,-1.168,1.0,5.0,6.0,5.0,-0.429,0.271,-0.989,3.0,0.0,-3.0,114122.714,0.0,50.0,7.0
927,2016,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.043,0.054,0.891,3.0,-1.948,1.0,0.432,4.0,-1.68,1.0,-1.358,1.0,-1.902,2.0,-2.397,0.0,6.0,7.0,2.0,-1.148,-1.041,-0.778,4.0,1.0,-3.0,3070.739,0.0,0.0,0.0
928,2016,TL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613,0.451,0.359,-2.114,1.0,2.131,4.0,-1.943,0.0,1.106,4.0,-0.225,2.0,1.222,4.0,1.372,3.0,3.0,3.0,7.0,-0.527,-1.028,-0.011,1.0,9.0,8.0,436.699,0.0,0.0,0.0
929,2016,TM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145,0.026,0.031,2.121,3.0,-2.791,0.0,1.875,4.0,-2.548,1.0,-2.903,0.0,-2.999,1.0,-2.981,0.0,7.0,7.0,0.0,-1.377,-0.862,-0.19,8.0,0.0,-8.0,12842.909,0.0,0.0,0.0
930,2016,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.628,0.407,1.049,3.0,1.023,3.0,-0.544,2.0,0.99,4.0,1.917,4.0,1.388,4.0,1.306,3.0,3.0,1.0,9.0,-0.138,-0.173,-1.141,0.0,7.0,7.0,12921.694,0.0,480.0,8.0
931,2016,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.147,0.207,1.26,3.0,-2.445,1.0,1.205,4.0,-1.581,1.0,-2.346,1.0,-1.954,2.0,-1.868,0.0,5.0,4.0,4.0,-0.174,0.03,-2.009,4.0,0.0,-4.0,184848.552,10.0,1986.0,135.0
932,2016,TW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.732,0.633,-0.395,2.0,0.861,3.0,-1.09,1.0,1.047,4.0,0.72,3.0,0.702,4.0,1.149,2.0,1.0,1.0,14.0,0.875,1.356,0.926,0.0,10.0,10.0,119252.134,0.0,0.0,0.0
933,2016,TZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.357,0.272,0.78,2.0,0.45,3.0,1.271,4.0,0.766,4.0,0.074,3.0,-0.011,3.0,-1.175,1.0,4.0,3.0,9.0,-0.51,-0.571,-0.441,1.0,4.0,3.0,13050.538,0.0,2.0,3.0
934,2016,UA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.23,0.282,-0.587,1.0,0.419,3.0,-1.493,1.0,0.783,3.0,-0.156,2.0,0.44,4.0,0.572,2.0,3.0,3.0,6.0,-0.847,-0.582,-1.856,1.0,5.0,4.0,43657.95,0.0,0.0,0.0
935,2016,UG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.303,0.231,0.217,1.003,3.0,-0.317,3.0,0.176,3.0,-0.495,3.0,-1.507,1.0,-0.249,3.0,-1.382,1.0,5.0,6.0,4.0,-1.071,-0.61,-0.715,2.0,1.0,-1.0,8195.197,0.0,31.0,23.0
936,2016,US,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.884,0.832,0.642,0.76,2.0,1.615,4.0,-0.335,3.0,1.946,4.0,0.168,3.0,0.752,4.0,1.862,3.0,1.0,1.0,12.0,1.368,1.471,0.402,0.0,8.0,8.0,1980809.49,0.0,0.0,0.0
937,2016,UY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.893,0.816,0.744,1.777,3.0,1.664,4.0,2.202,4.0,1.236,4.0,1.692,4.0,2.027,4.0,2.44,3.0,1.0,1.0,15.0,1.283,0.53,1.063,0.0,10.0,10.0,7381.808,0.0,0.0,0.0
938,2016,UZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.038,0.039,1.212,3.0,-2.483,0.0,1.726,4.0,-1.461,2.0,-2.004,1.0,-1.804,2.0,-1.578,1.0,7.0,7.0,0.0,-1.181,-0.58,-0.273,9.0,0.0,-9.0,33346.419,0.0,0.0,0.0
939,2016,VE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.124,0.207,2.252,3.0,-2.431,1.0,1.514,4.0,-1.457,3.0,-1.888,1.0,-0.444,3.0,-0.482,1.0,5.0,6.0,1.0,-1.35,-1.237,-1.025,0.0,4.0,4.0,14229.993,0.0,0.0,0.0
940,2016,VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.126,0.169,1.089,3.0,-2.011,1.0,0.473,4.0,0.262,3.0,-1.116,1.0,-1.652,2.0,-1.61,1.0,5.0,7.0,4.0,-0.457,0.029,0.234,7.0,0.0,-7.0,60024.076,0.0,29.0,11.0
942,2016,ZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.626,0.482,0.331,2.0,0.664,3.0,-0.059,3.0,0.113,4.0,0.914,3.0,2.016,4.0,1.615,3.0,2.0,2.0,9.0,0.044,0.133,-0.142,0.0,9.0,9.0,68612.16,4.0,700.0,31.0
943,2016,ZM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391,0.315,0.255,0.333,2.0,0.084,3.0,1.306,4.0,0.613,4.0,-1.73,1.0,0.457,4.0,-1.632,1.0,4.0,4.0,8.0,-0.406,-0.705,0.143,0.0,6.0,6.0,5109.488,0.0,11.0,6.0
944,2016,ZW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.203,0.23,1.044,3.0,-0.158,3.0,1.017,4.0,-0.376,3.0,-1.547,1.0,-0.578,3.0,-2.034,0.0,5.0,5.0,3.0,-1.271,-1.21,-0.62,1.0,5.0,4.0,4333.507,4.0,51.0,35.0
945,2017,AE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.031,2.279,3.0,-3.716,0.0,0.221,3.0,-0.892,1.0,-2.108,1.0,-2.164,2.0,-2.541,0.0,6.0,7.0,3.0,1.129,1.411,0.619,8.0,0.0,-8.0,66106.295,0.0,1.0,0.0
946,2017,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.21,0.145,-0.215,2.0,-0.144,3.0,-0.266,3.0,0.273,3.0,0.526,3.0,0.658,4.0,0.962,2.0,6.0,5.0,2.0,-1.522,-1.36,-2.801,2.0,1.0,-1.0,6577.23,1.0,126.0,2.0
947,2017,AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.387,0.225,0.258,-0.173,2.0,0.709,3.0,0.487,4.0,1.989,4.0,0.677,3.0,1.127,4.0,1.227,2.0,4.0,5.0,6.0,-0.614,-0.215,-0.621,0.0,5.0,5.0,3546.481,0.0,0.0,0.0
948,2017,AO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.148,0.081,0.225,2.0,1.161,4.0,0.172,3.0,0.406,4.0,0.209,3.0,1.614,4.0,0.668,2.0,6.0,6.0,3.0,-1.428,-0.92,-0.38,4.0,2.0,-2.0,17099.938,10.0,20.0,6.0
949,2017,AR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.746,0.607,0.5,-0.294,2.0,2.019,4.0,-0.98,2.0,1.926,4.0,0.928,3.0,1.523,4.0,1.475,3.0,2.0,2.0,10.0,-0.285,0.164,0.17,0.0,9.0,9.0,80302.152,0.0,0.0,0.0
950,2017,AT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.771,0.636,-0.609,1.0,1.966,4.0,-1.321,1.0,1.759,4.0,1.985,4.0,2.049,4.0,2.57,3.0,1.0,1.0,15.0,1.538,1.5,1.047,0.0,10.0,10.0,42320.06,0.0,0.0,0.0
951,2017,AU,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.885,0.844,0.646,0.498,2.0,2.137,4.0,-0.215,3.0,1.869,4.0,1.359,3.0,1.571,4.0,1.501,3.0,1.0,1.0,15.0,1.791,1.53,0.896,0.0,10.0,10.0,123425.515,0.0,0.0,0.0
952,2017,BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.386,0.33,-1.319,1.0,1.894,4.0,-1.021,2.0,1.825,4.0,1.724,4.0,0.736,4.0,0.823,2.0,4.0,4.0,7.0,-0.529,-0.484,-0.348,-66.0,-66.0,-66.0,4250.49,0.0,0.0,0.0
954,2017,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.276,0.11,0.136,1.769,3.0,-1.244,2.0,1.598,4.0,-2.156,2.0,-2.379,1.0,-2.453,1.0,-2.11,0.0,4.0,4.0,5.0,-0.836,-0.731,-1.256,2.0,3.0,1.0,64552.069,0.0,228.0,26.0
955,2017,BE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894,0.83,0.639,0.239,2.0,2.601,4.0,-0.81,2.0,1.903,4.0,0.88,3.0,1.551,4.0,2.677,3.0,1.0,1.0,14.0,1.44,1.272,0.428,0.0,8.0,8.0,52256.357,0.0,0.0,0.0
956,2017,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.631,0.532,0.465,-0.179,2.0,2.066,4.0,-1.226,1.0,1.899,4.0,1.476,3.0,1.813,4.0,1.677,3.0,2.0,2.0,10.0,-0.171,0.128,0.332,0.0,9.0,9.0,14285.694,0.0,0.0,0.0
957,2017,BH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.042,0.035,1.481,3.0,-2.041,1.0,1.402,4.0,-1.78,4.0,-2.926,0.0,-1.006,3.0,-2.9,0.0,6.0,7.0,1.0,-0.146,0.191,-0.962,10.0,0.0,-10.0,5015.377,4.0,2232.0,151.0
958,2017,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.159,0.044,0.139,-0.913,1.0,-0.641,2.0,-0.821,2.0,0.287,2.0,-0.907,2.0,-0.588,3.0,-2.181,0.0,6.0,7.0,1.0,-1.304,-1.36,-2.008,3.0,2.0,-1.0,851.557,0.0,115.0,5.0
959,2017,BJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723,0.612,0.48,1.056,3.0,1.451,4.0,1.701,4.0,1.425,4.0,-0.027,2.0,1.194,4.0,0.757,2.0,2.0,2.0,12.0,-0.55,-0.672,0.031,0.0,7.0,7.0,3241.34,0.0,24.0,3.0
960,2017,BO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.368,0.458,-1.074,1.0,0.895,3.0,-0.619,2.0,1.246,4.0,-0.413,2.0,0.627,4.0,0.639,2.0,3.0,3.0,6.0,-0.68,-0.371,-0.278,0.0,7.0,7.0,7110.57,0.0,0.0,0.0
961,2017,BR,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.771,0.64,0.495,-0.621,1.0,0.232,3.0,-1.39,1.0,1.638,4.0,0.538,3.0,1.014,4.0,1.517,3.0,2.0,2.0,9.0,-0.537,-0.293,-0.474,0.0,8.0,8.0,263423.09,0.0,0.0,0.0
962,2017,BW,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.683,0.573,0.417,0.437,2.0,2.048,4.0,-0.257,3.0,0.923,4.0,1.548,4.0,1.948,4.0,1.517,3.0,2.0,3.0,11.0,0.745,0.396,1.023,0.0,8.0,8.0,3465.83,0.0,2.0,0.0
963,2017,BY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.257,0.11,0.102,1.556,3.0,-0.345,2.0,1.329,4.0,1.673,4.0,-1.193,1.0,1.581,4.0,0.633,2.0,6.0,6.0,2.0,-0.215,-0.315,-0.053,7.0,0.0,-7.0,20149.463,0.0,0.0,0.0
964,2017,CA,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.837,0.767,0.588,-0.107,2.0,2.061,4.0,-1.259,1.0,1.848,4.0,1.391,3.0,1.044,4.0,2.443,3.0,1.0,1.0,15.0,1.92,1.849,1.102,0.0,10.0,10.0,180003.491,0.0,0.0,0.0
965,2017,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.236,0.183,-1.052,1.0,0.774,3.0,1.637,4.0,0.84,4.0,1.34,3.0,1.126,4.0,-1.947,0.0,7.0,7.0,0.0,-1.176,-1.778,-2.007,1.0,7.0,6.0,401.92,1.0,25.0,0.0
966,2017,CH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.872,0.812,-0.897,1.0,2.355,4.0,-3.084,0.0,1.769,4.0,1.994,4.0,1.959,4.0,2.405,3.0,1.0,1.0,15.0,1.985,2.05,1.257,0.0,10.0,10.0,50634.262,0.0,0.0,0.0
967,2017,CI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558,0.354,0.389,1.398,3.0,0.768,3.0,1.527,4.0,1.641,4.0,-0.522,2.0,1.096,4.0,-0.863,1.0,4.0,4.0,6.0,-0.527,-0.782,-1.09,1.0,5.0,4.0,9754.906,1.0,11.0,3.0
968,2017,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891,0.846,0.593,1.573,3.0,2.295,4.0,-0.818,2.0,1.893,4.0,1.685,4.0,2.027,4.0,2.059,3.0,1.0,1.0,14.0,1.035,0.84,0.417,0.0,10.0,10.0,44618.663,0.0,0.0,0.0
969,2017,CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.13,0.111,1.187,3.0,0.192,3.0,1.672,4.0,-1.313,3.0,-1.153,1.0,-2.163,2.0,-1.259,1.0,6.0,6.0,1.0,-1.206,-0.826,-1.096,5.0,1.0,-4.0,7726.492,27.0,11.0,1.0
970,2017,CN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.078,0.047,0.044,1.891,3.0,-2.696,0.0,1.629,4.0,-0.972,2.0,-3.169,0.0,-2.241,2.0,-1.827,0.0,6.0,7.0,2.0,-0.266,0.439,-0.231,7.0,0.0,-7.0,2136176.436,0.0,0.0,0.0
971,2017,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.672,0.543,0.47,-0.15,2.0,1.16,4.0,-1.013,2.0,1.881,4.0,-0.428,2.0,0.675,4.0,1.305,3.0,3.0,3.0,9.0,-0.406,-0.114,-0.773,0.0,7.0,7.0,69174.951,0.0,0.0,0.0
972,2017,CR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902,0.855,0.668,-1.357,1.0,1.192,4.0,-0.73,2.0,1.83,4.0,2.387,4.0,1.091,4.0,1.887,3.0,1.0,1.0,13.0,0.462,0.246,0.609,0.0,10.0,10.0,8909.939,0.0,0.0,0.0
973,2017,CV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.798,0.712,0.494,-1.151,1.0,1.619,4.0,-1.301,1.0,0.706,4.0,2.127,4.0,1.15,4.0,1.898,3.0,1.0,1.0,14.0,0.825,0.174,0.775,0.0,10.0,10.0,355.195,0.0,0.0,0.0
974,2017,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838,0.733,0.565,-1.744,1.0,2.076,4.0,-1.671,1.0,1.922,4.0,2.084,4.0,2.089,4.0,2.709,3.0,1.0,1.0,15.0,0.778,0.916,0.538,0.0,10.0,10.0,3174.892,0.0,0.0,0.0
975,2017,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,0.742,0.571,-1.537,1.0,1.918,4.0,-2.033,0.0,1.908,4.0,1.305,3.0,2.211,4.0,2.555,3.0,1.0,1.0,14.0,0.6,1.065,1.0,0.0,9.0,9.0,39143.195,0.0,0.0,0.0
976,2017,DE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.888,0.843,0.643,0.766,2.0,1.301,4.0,-0.182,3.0,1.844,4.0,0.705,3.0,0.66,4.0,2.107,3.0,1.0,1.0,14.0,1.836,1.645,0.588,0.0,10.0,10.0,399072.911,0.0,0.0,0.0
977,2017,DJ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.115,0.138,-1.049,1.0,-0.982,2.0,-0.741,2.0,-0.769,2.0,-1.257,1.0,-1.506,2.0,-1.557,1.0,5.0,6.0,4.0,-0.648,-1.063,-0.737,0.0,3.0,3.0,512.388,1.0,0.0,1.0
978,2017,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.892,0.708,-0.799,1.0,2.365,4.0,0.918,4.0,1.8,4.0,2.072,4.0,1.633,4.0,2.571,3.0,1.0,1.0,14.0,2.232,1.779,0.868,0.0,10.0,10.0,28887.428,0.0,0.0,0.0
979,2017,DZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.308,0.16,0.108,1.429,3.0,-1.11,2.0,2.105,4.0,-0.986,2.0,-1.799,1.0,-0.846,3.0,-1.028,1.0,5.0,6.0,6.0,-0.576,-0.507,-0.916,1.0,3.0,2.0,51327.933,4.0,337.0,19.0
980,2017,EC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,0.346,0.385,-0.604,1.0,0.002,3.0,-1.178,1.0,0.668,4.0,-0.154,2.0,-1.106,2.0,0.374,2.0,3.0,3.0,6.0,-0.604,-0.323,-0.075,1.0,6.0,5.0,17855.981,0.0,0.0,0.0
981,2017,EG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.112,0.062,1.704,3.0,-1.979,1.0,0.76,4.0,-0.406,2.0,-1.685,1.0,-1.216,2.0,-1.95,0.0,6.0,6.0,3.0,-0.473,-0.497,-1.425,4.0,0.0,-4.0,87431.457,0.0,90.0,16.0
982,2017,ER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.007,0.009,-1.408,1.0,-1.893,1.0,1.148,4.0,-2.629,2.0,-1.815,1.0,-2.372,1.0,-2.991,0.0,7.0,7.0,0.0,-1.211,-1.763,-0.73,7.0,0.0,-7.0,7028.774,0.0,0.0,1.0
983,2017,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834,0.758,0.587,0.96,3.0,1.192,4.0,0.784,4.0,2.002,4.0,2.069,4.0,1.108,4.0,1.304,3.0,1.0,1.0,15.0,0.541,1.032,0.283,0.0,10.0,10.0,174052.469,0.0,0.0,0.0
984,2017,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.101,0.088,-0.043,2.0,-2.22,1.0,2.171,4.0,-1.632,1.0,-0.856,2.0,-1.578,2.0,-0.786,1.0,6.0,7.0,2.0,-0.56,-0.712,-1.68,4.0,1.0,-3.0,20987.969,20.0,119.0,10.0
985,2017,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.868,0.827,0.611,-1.083,1.0,2.292,4.0,-1.03,2.0,1.732,4.0,1.337,3.0,1.888,4.0,2.523,3.0,1.0,1.0,16.0,2.203,2.01,1.081,0.0,10.0,10.0,23336.114,0.0,0.0,0.0
986,2017,FJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.292,0.206,-0.492,1.0,1.207,4.0,-1.489,1.0,0.958,4.0,-0.676,2.0,0.451,4.0,0.52,2.0,3.0,3.0,7.0,0.687,0.283,0.62,1.0,3.0,2.0,958.053,0.0,0.0,0.0
987,2017,FR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.893,0.822,0.629,1.202,3.0,1.232,4.0,-0.68,2.0,1.194,4.0,1.158,3.0,0.477,4.0,1.221,2.0,2.0,1.0,13.0,1.26,1.341,0.279,0.0,10.0,10.0,283532.425,0.0,0.0,0.0
988,2017,GB,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.871,0.808,0.644,0.778,2.0,1.528,4.0,-0.99,2.0,1.766,4.0,1.016,3.0,0.82,4.0,0.959,2.0,1.0,1.0,14.0,1.853,1.462,0.386,0.0,8.0,8.0,287486.94,0.0,0.0,0.0
